 0.258574	 0.430956	-9.816220
 0.143652	 0.411802	-9.940718
 0.229843	 0.296881	-10.055640
 0.258574	 0.296881	-10.122678
 0.143652	 0.430956	-9.921565
 0.316034	 0.459686	-9.979026
 0.248997	 0.354342	-9.653414
 0.258574	 0.421379	-9.758759
 0.258574	 0.469263	-9.998179
 0.181959	 0.450110	-9.959872
 0.181959	 0.450110	-9.959872
 0.220266	 0.354342	-9.701298
 0.526724	 0.383072	-9.979026
 0.210690	 0.210690	-10.093947
 0.287304	 0.478840	-10.208869
 0.229843	 0.421379	-9.902411
 0.201113	 0.296881	-10.017333
 0.239420	 0.411802	-9.998179
 0.287304	 0.450110	-10.170562
 0.268150	 0.497994	-10.046063
 0.277727	 0.459686	-9.969449
 0.335188	 0.440533	-10.065217
 0.258574	 0.392649	-10.026910
 0.248997	 0.363918	-9.911988
 0.191536	 0.402226	-9.940718
 0.306458	 0.421379	-10.026910
 0.287304	 0.392649	-10.103524
 0.248997	 0.411802	-10.036486
 0.469263	 0.335188	-10.065217
 0.248997	 0.450110	-9.883258
 0.248997	 0.277727	-9.998179
 0.306458	 0.411802	-10.074794
 0.114922	 0.517147	-10.189715
 0.258574	 0.430956	-9.959872
 0.335188	 0.354342	-9.988602
 0.143652	 0.421379	-9.883258
 0.316034	 0.124498	-9.844950
 0.220266	 0.220266	-10.026910
 0.124498	 0.402226	-9.902411
 0.181959	 0.478840	-9.835374
 0.239420	 0.526724	-9.969449
 0.296881	 0.402226	-9.979026
 0.229843	 0.411802	-10.180138
 0.181959	 0.440533	-10.093947
 0.306458	 0.354342	-9.998179
 0.421379	 0.383072	-9.921565
 0.296881	 0.248997	-9.854527
 0.306458	 0.354342	-9.969449
 0.383072	 0.402226	-9.921565
 0.162806	 0.804451	-10.017333
 0.248997	 0.344765	-9.873681
 0.402226	 0.363918	-10.017333
 0.277727	 0.095768	-9.959872
 0.201113	 0.383072	-9.816220
 0.268150	 0.392649	-9.825797
 0.229843	 0.354342	-10.017333
 0.210690	 0.497994	-10.122678
 0.248997	 0.335188	-10.170562
 0.296881	 0.450110	-9.921565
 0.220266	 0.344765	-9.969449
 0.220266	 0.392649	-9.806643
 0.201113	 0.306458	-10.065217
 0.229843	 0.555454	-9.988602
 0.277727	 0.478840	-9.921565
 0.220266	 0.411802	-9.959872
 0.201113	 0.306458	-10.036486
 0.181959	 0.325611	-9.969449
