0 1 -0.004249	-0.120637  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  63.946830	 3.023952	-9.790088 -81.600417	 42.447703	 60.620847	 60.797187	-77.184984 -60.248393	 89.690641	 28.105787	 53.759735	-79.868670  78.376649	 34.423031	 48.481988	-12.478529	-18.851086	-7.185363  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
10 1 -0.010020	-0.000973  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  56.750166	 4.863620	-46.766356 -35.537385	 57.467804	-2.190476	 30.022830	-22.041598 -12.619072	 77.200961	 45.809743	 40.360402	-75.486915  14.953205	 24.351965	 13.235377	-38.096456	-8.060643	 10.804860  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
20 1 -0.007775	-0.002598  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  69.300584	-4.080269	-23.020704 -63.915214	 65.018937	 25.451273	 44.352659	-12.117679 -93.577949	 74.115425	 8.339423	 71.950428	 32.343464  51.909283	 26.749630	-76.425945	-41.846761	 0.788097	-4.806564  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
30 1 -0.008394	-0.060042  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  43.819968	 25.120598	-19.325696 -39.490446	 68.952909	-1.237494	 93.801015	-24.105449 -16.438371	 58.787544	-21.205125	 92.674321	 37.423096  28.782200	 82.679680	-7.086593	-43.544567	-11.646329	-6.751062  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
40 1  0.096971	-0.141550  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  35.532533	 0.781247	-27.097454 -33.073722	 38.264749	 6.063034	 51.814314	 63.859169 -83.257260	 55.138038	-10.622009	 102.698837	 14.238451  25.384992	 53.710609	 2.295013	-5.721704	-5.750875	-14.969459  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
50 1  0.007213	-0.105190  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  34.845282	 4.359582	-5.859804 -17.512648	 68.679111	 4.808522	 80.525820	 20.537306 -70.844623	 94.860170	 26.893103	 43.471369	 81.386954  78.668667	 30.267839	 6.672405	-29.720812	-8.293980	-2.397749  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
60 1  0.060233	-0.133783  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -4.064675	 14.983784	-43.762220 -42.933191	 91.179364	 55.413196	 54.238207	 37.229917 -29.219184	 61.289783	 8.483187	 49.774484	 51.699464  70.955221	 83.345127	 23.200116	-13.288961	-8.007878	-17.792894  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
70 1  0.049180	-0.139675  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  27.151462	 5.887543	-23.054416 -73.246266	 28.688061	 35.684019	 80.127435	-7.326897 -35.216499	 31.555824	 23.775714	 27.469964	-26.243465  82.907504	 34.808958	 8.557585	-1.057802	-3.418052	-9.958858  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
80 1  0.041910	-0.136951  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  7.983784	-2.576109	-45.592901 -3.314162	 48.996254	 59.722966	 50.298008	-16.073341 -78.162043	 85.601568	-24.641815	 56.509374	 70.477836 -11.550039	 3.148937	-78.030783	-34.671300	-16.562758	-19.223189  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
90 1  0.077109	-0.041096  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  2.612558	-13.890082	-31.786611 -67.370416	 69.360753	 73.596515	 41.418415	 45.829530 -34.085360	 71.668934	-25.076180	 97.197608	 7.554375  62.657532	 32.107841	 52.253956	-2.016919	-12.873920	 7.055155  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
100 1  0.018679	-0.004922  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  37.422470	 19.038025	-9.120810 -44.426137	 50.591644	-31.371642	 50.725193	-45.542226 -51.547035	 50.433372	 13.585260	 47.048789	 2.732615  61.060901	 31.873164	-76.312183	-30.477346	-5.830094	-6.729246  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
110 1  0.013287	-0.209615  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -12.818144	-2.011535	 10.151517 -42.779657	 63.152598	 35.915450	 38.772694	-27.908458 -81.399687	 61.124855	-10.638544	 35.922725	 78.806581  84.361144	 48.641409	 31.430954	-21.385414	-9.652903	-20.165431  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
120 1  0.055807	-0.039229  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -15.929030	 22.291962	-36.502665 -16.921492	 55.269502	 5.148405	 23.006105	 40.348230 -77.303178	 64.217807	-28.838229	 100.110364	 35.170961  79.036647	 23.235753	-71.165483	-21.327640	-14.606826	-11.654178  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
130 1  0.060791	-0.028973  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  65.923598	 11.685683	-47.675844 -54.147572	 87.704427	 65.579292	 67.937264	-66.645778  7.429319	 98.444393	 60.216482	 73.649563	-8.917124  8.409286	 0.071955	-7.677352	-37.468381	-13.570603	 0.039505  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
140 1  0.032389	-0.044621  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  22.482681	 3.468978	-38.671400 -48.315051	 55.311951	-32.352562	 80.630621	-35.448738 -21.695647	 66.328431	 16.193542	 64.087168	 25.749116  83.996365	 51.327240	-13.339467	-15.927477	-2.958271	 1.336403  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
150 1  0.034468	-0.015120  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  28.914296	-7.655287	-6.556383 -40.669322	 67.104026	 19.389932	 16.650310	-26.225592 -29.932012	 52.594313	 58.052159	 77.081257	-83.737679  84.493089	 20.779831	-47.214991	-43.835373	-12.423881	 2.339336  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
160 1 -0.014820	-0.152300  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  21.152755	-15.614658	-9.322450 -5.108141	 90.754983	 68.841360	 86.063540	-19.483973 -84.053650	 90.814373	 0.958368	 82.418122	-0.123166  54.917110	 14.580896	 19.858665	-0.871343	 7.527424	-7.199650  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
170 1  0.021506	-0.155739  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -18.412355	 1.836612	-18.135345 -76.841530	 29.487884	 78.683918	 37.715889	 33.170826 -36.552675	 48.081966	 31.226080	 38.548911	 22.551103  19.465934	 16.735321	-37.184157	-31.570499	-15.604718	-18.413279  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
180 1  0.028592	-0.032757  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  53.318515	 0.192806	-7.056209 -80.951840	 25.613256	 59.460600	 45.361077	 78.205010 -5.936489	 47.786083	 58.150420	 35.423214	 12.551371  67.709374	 0.387979	-67.249479	-20.553861	 2.546447	-6.119064  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
190 1 -0.008866	-0.006666  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  57.691227	-4.096126	-6.659066 -21.285011	 95.362106	-20.129437	 22.334991	 78.081501 -46.785462	 74.082760	-13.508888	 37.895521	-41.831677  5.582877	 31.441535	-8.102750	-43.732627	-9.434180	 5.869911  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
200 1 -0.000243	-0.147742  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  56.388584	 2.408603	-29.389371 -18.151885	 63.385086	 68.881738	 104.005151	 10.422511 -7.847895	 97.894293	 21.569327	 74.398027	 80.009307 -18.862475	 11.584981	 48.124859	-25.857986	-12.057505	-7.750087  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
210 1  0.007864	-0.046587  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  61.213111	 6.545623	-34.504585  5.821637	 69.491109	 32.988334	 90.353991	 14.798989 -72.827350	 30.655419	-27.947140	 36.937670	-31.097075  23.389997	 12.781178	-42.199695	-8.678567	 10.771593	-9.474594  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
220 1 -0.005276	-0.105429  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  27.016353	 12.561393	-46.515290 -72.512976	 60.505849	 32.855521	 76.442445	-89.148322  0.475861	 80.905441	 70.307638	 90.204405	 26.427722 -26.887966	 16.957091	 48.912097	-21.602671	-11.001570	-9.645243  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
230 1  0.040838	-0.102775  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  29.776348	 12.743283	-4.507980 -46.961338	 79.258394	 32.928590	 45.858096	-5.927295 -48.102751	 75.993570	-36.023859	 41.509293	-83.685357  46.093926	 81.075579	 76.502439	-0.417951	-6.467759	-3.886772  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
240 1 -0.010877	-0.174278  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  18.389931	-8.819902	 8.866350 -24.469655	 32.602079	-19.219605	 63.079802	 59.754264 -93.697528	 25.255121	 31.283500	 26.212733	-18.853136  60.531054	 27.671690	 1.711328	-52.471123	-16.607076	-15.052400  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
250 1 -0.011333	-0.150325  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  24.140299	-19.791699	-13.877869 -34.215963	 30.098177	 28.499519	 31.619940	 5.431407 -39.582185	 55.972764	 64.714297	 95.199518	 26.021058  62.586017	 22.482166	 58.811124	-14.219252	-13.455848	-9.826819  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
260 1 -0.015631	-0.085453  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  60.473738	 1.128479	 8.946562 -67.351972	 66.666169	 61.659383	 33.199753	-67.557544 -56.933127	 51.736854	-5.787679	 33.462014	 21.393677  15.945484	 83.455393	 15.872751	-10.661832	 5.977391	-2.907644  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
270 1  0.015601	-0.129997  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  34.102573	 2.977130	-48.033922 -36.582915	 95.478974	 15.779657	 37.784578	 36.012690 -90.848340	 64.985234	-27.047494	 31.090003	-75.137259  77.950704	 53.356816	 7.227345	-12.516131	-1.180549	-7.693184  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
280 1 -0.000382	-0.202238  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  69.638577	 1.181997	-22.875014 -60.517570	 44.603014	 8.684579	 27.012439	-69.955490 -53.207601	 91.305983	 21.665270	 33.788149	-38.994770  48.094671	 45.727174	 16.360225	-1.401583	 2.882257	-15.433108  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
290 1 -0.004983	-0.075636  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  50.912985	 23.858566	-17.516408 -79.315907	 77.649431	-25.183155	 16.841201	 9.892899  7.181647	 31.609067	 64.388006	 36.136586	 13.138113  79.061723	 81.388154	-23.043838	-13.514558	 0.236875	-3.883283  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
300 1  0.031523	-0.002375  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  2.541644	-14.515443	-25.588192 -0.304412	 93.241634	 56.101743	 78.095172	 17.640911 -63.519548	 52.336290	 66.182545	 85.002883	 14.675616  48.598726	 35.878796	 59.846016	-23.844112	-19.391273	 9.977050  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
310 1  0.030046	-0.201212  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  47.855744	-0.570908	-40.073742 -74.106803	 61.949027	-29.215622	 59.318155	 27.589025 -27.678758	 92.217735	 79.457116	 71.164277	 1.809305  24.938962	 61.963560	 58.707528	-11.100773	-9.063014	-16.934893  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
320 1  0.002010	-0.061108  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  12.472886	 5.605938	-40.995670 -85.933493	 25.988655	 13.439089	 36.031879	 78.930463 -81.355684	 58.005734	-19.804155	 32.888722	-23.657505  15.363613	 30.780285	-47.634295	-13.978511	-0.308017	-12.376473  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
330 1  0.054330	-0.035515  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  22.227878	 10.566009	-48.245101 -29.981364	 63.556735	 63.035722	 69.670530	 32.658804  0.916601	 63.838782	 40.229621	 21.559635	 44.371316  29.728506	 76.606462	 0.111301	-28.650744	-15.756652	-4.611458  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
340 1  0.016168	-0.038927  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  9.275668	-22.420472	-25.727352 -21.908377	 77.008585	-34.613590	 58.899337	-50.577964  2.745080	 85.886472	-30.653155	 93.855010	 67.775283  44.498978	 25.453613	-78.857035	-39.386532	-13.835600	-11.660016  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
350 1  0.055988	-0.075273  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  34.461497	 2.036121	 10.992417 -10.907074	 92.464967	 74.704998	 37.619065	 73.977567 -58.167145	 30.002943	 54.437544	 90.440774	-12.287221  3.592841	 0.597932	 28.513714	-2.386827	-3.500320	 1.135151  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
360 1  0.079073	-0.076918  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  50.112023	 5.701269	-24.768301 -7.186619	 91.548665	 19.931790	 84.951959	-3.706711 -39.844507	 91.166010	 22.792801	 44.264173	-69.405411  89.245533	 78.982664	-21.592382	-6.433634	-7.128984	 0.776958  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
370 1  0.089447	-0.152564  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  11.381992	 4.426052	-23.630022 -89.242449	 62.192419	 0.159320	 41.780601	-20.938361  7.519137	 85.775242	-33.620271	 34.629408	-58.893690  85.010826	 22.708744	-14.710566	-33.985211	-18.990813	-17.881838  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
380 1 -0.013056	-0.112730  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  50.974954	-19.788872	-2.727312 -89.924722	 36.983657	-34.125391	 65.859959	-11.119948 -88.474134	 41.392077	 45.368492	 22.825761	 39.522195  29.061787	 1.582336	 23.168876	-30.477890	-4.170610	 1.278376  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
