0 1 -0.030614	-0.062041  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  7.813261	-18.818424	-35.686667 -6.775750	 51.357332	 49.479069	 89.673050	 2.992618 -21.665063	 44.793420	 67.719831	 41.716776	-35.161736  67.673102	 86.877684	 54.237959	-40.938386	-17.932302	-2.263001  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
5 1 -0.226424	-0.023746  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -13.398715	-4.975924	 6.791573 -34.719501	 89.906565	-6.512940	 94.509398	-1.460595 -28.505505	 68.524577	 7.398649	 49.048219	-45.683738 -12.317178	 53.636266	 18.095833	-114.912223	 32.483418	 18.722736  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
10 1 -0.257911	-0.033724  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  29.357633	-6.177411	-36.133074 -46.900553	 72.355203	 72.743881	 36.807354	 74.724426 -35.498091	 40.122352	-7.471937	 81.152227	 89.250314  40.340474	 70.156598	-12.314522	-119.483400	 11.980153	-17.854951  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
15 1 -0.197911	-0.060776  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  23.540100	-18.747404	-35.181048 -50.638460	 78.485003	-32.862485	 34.406154	 2.544953 -41.661313	 88.411698	 76.956898	 80.589828	-39.088811 -15.278278	 87.721065	-12.684489	-50.126296	 1.510096	-19.736076  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
20 1  0.168396	-0.142613  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  59.713727	 7.572636	-4.640744 -29.243625	 68.941708	-12.757023	 39.502672	-85.312354 -67.767299	 99.422236	 34.308608	 57.958371	 87.996820  1.030669	 89.914471	 31.525752	-3.390305	-14.320128	-14.703633  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
25 1 -0.270563	-0.027554  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  59.050604	 17.670332	-27.501302 -46.909839	 97.622672	 52.660727	 79.070233	 88.544058 -37.667545	 47.537138	 31.175903	 38.048111	-61.874013 -22.642657	 16.221335	-16.442832	-44.573265	 30.223447	-5.090823  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
30 1 -0.180517	-0.063525  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  62.246686	 10.116518	-31.090378 -75.413726	 44.794232	-27.659580	 80.368352	-81.937972 -3.470431	 40.613566	-8.166162	 44.884714	-39.629822  61.654597	 81.977204	 50.545975	-113.148288	 27.216496	-15.249524  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
35 1 -0.077643	-0.018043  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  60.879626	 1.503171	 5.454992 -77.916477	 99.782497	 24.833699	 27.407870	-82.295684 -80.970290	 58.229228	 62.632249	 39.368824	-67.652363  71.430792	 10.348210	 45.941741	-60.392088	-7.397467	 15.091711  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
40 1 -0.174101	-0.102368  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  57.650623	 23.260677	-36.652602 -16.328422	 97.404540	-24.243410	 55.994722	 54.953494 -92.671576	 38.326537	-26.270437	 28.725542	-40.257876 -8.247433	 32.381046	 19.532579	-117.360475	-13.429553	-21.304496  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
45 1 -0.229866	-0.064226  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -7.182814	-9.352491	-23.542065 -81.357374	 45.211811	 35.700259	 25.413302	 48.172893 -44.182119	 34.449323	 60.075906	 24.352540	-74.373743  83.312027	 12.440480	 11.034048	-114.150311	 28.251664	 19.579044  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
