0 1 -0.282298	-0.035174  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  31.625651	-26.622857	-22.901199 -78.978114	 43.817341	 11.684456	 27.312456	 66.919606 -52.537915	 87.237812	 15.086257	 55.318103	-28.154942  59.727174	 75.930409	 32.997245	-96.846875	 5.317626	 21.461008  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
5 1 -0.185671	-0.149555  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  25.158583	 7.095457	-16.352641 -27.804616	 64.178177	 50.497893	 47.952430	 75.596670 -88.825675	 77.245952	 4.096147	 39.947326	 27.115163  39.068295	 86.529047	 21.299957	-3.630126	 33.831535	-18.918578  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
10 1 -0.318920	-0.072965  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  21.585888	 6.374572	-43.768265 -31.520081	 83.672211	 69.860075	 39.386622	-10.130205 -1.638646	 49.967807	 61.184524	 58.331840	-41.470995 -19.853374	 27.764528	 60.323530	-49.380999	 27.950199	-13.046192  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
15 1 -0.190787	-0.050435  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  18.491381	 25.389459	-37.524360  2.830629	 74.749956	-32.907137	 24.161383	 39.083349 -54.801947	 35.679207	 23.095890	 85.649062	-79.785127  77.962529	 43.373640	 56.927206	-40.678122	 16.209596	 0.231244  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
20 1 -0.280826	-0.069338  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -20.970456	-0.144916	-38.948724 -6.665769	 81.680235	-27.115304	 54.165056	 34.698554 -90.536418	 52.145788	 48.493519	 47.668515	 34.123736 -5.756397	 67.187049	-69.366398	-73.798553	 8.735292	-20.896490  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
25 1 -0.276440	-0.010894  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -7.504078	-2.519359	-19.696277 -65.767648	 26.166990	 30.111653	 84.621987	 10.264626 -79.321428	 36.506747	-0.809860	 27.256712	-15.547810  31.947596	 64.316947	 26.883344	-19.239493	 34.532086	-0.179947  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
30 1 -0.200296	-0.095194  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  53.316894	-13.499414	-7.287839  4.689405	 25.663982	 23.705468	 84.985693	 86.952496 -77.208323	 75.364874	 40.407125	 89.251677	-29.024956 -12.662022	 66.624915	 40.833978	-39.946995	 9.501165	-5.014587  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
35 1 -0.224341	-0.047301  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  18.705660	-1.892809	 4.871480 -72.977295	 53.978832	 31.777029	 59.987530	-23.935154 -34.987574	 93.735793	-6.700931	 59.023402	-26.552263 -4.400625	 28.834307	 61.824856	-116.890425	-10.249243	 8.022250  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
40 1  0.059980	-0.008378  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  60.004734	-14.263517	-24.948589 -81.323262	 81.147184	-6.736670	 104.229756	 27.971261 -10.528282	 52.413156	 25.621722	 34.445132	-10.505075 -29.367000	 65.674383	-44.060328	-10.310064	-7.316421	-7.980086  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
45 1 -0.106108	-0.072147  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  1.888115	-4.368332	 3.939494 -79.267349	 78.858919	-36.219472	 70.593314	 20.885207 -18.042401	 80.796375	-9.511239	 25.486576	 83.703955 -14.950401	 16.126730	-38.545126	-38.731124	-4.542175	-3.898511  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
50 1 -0.191109	-0.116227  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -2.000743	 14.132600	 0.991840 -61.389283	 65.192454	 7.516461	 84.348584	 24.477829  2.039811	 41.333033	 36.912305	 66.221718	-89.776901  9.298985	 2.952472	 4.105024	-76.543051	-6.182741	-15.606712  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
55 1 -0.269025	-0.093617  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  69.369313	 19.389011	-2.674841 -45.727477	 76.244063	-5.847095	 76.600914	-62.853592 -20.538570	 30.702556	 66.550956	 36.510374	-34.603126  85.837541	 75.728961	-19.862311	-68.917991	 26.076454	-2.125404  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
60 1 -0.344732	-0.014512  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -13.974653	-9.120663	 7.564871  9.327186	 85.042129	-35.516703	 56.786968	 61.710609 -44.872075	 30.061491	-15.564220	 72.279670	 50.858106 -4.008626	 53.903565	-44.161493	-79.766978	 30.551860	-19.100313  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
65 1 -0.072558	-0.165839  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -12.061887	 10.435333	 1.164875 -47.067043	 80.177250	 45.561087	 28.428629	-49.142756 -48.354817	 32.700689	-4.654036	 65.138964	-9.852305  41.509579	 38.274086	 29.782127	-45.758162	-11.719943	-20.797042  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
70 1 -0.275330	-0.069849  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  22.359812	-16.081559	-27.445389 -70.591522	 88.415775	-1.626990	 67.810422	-86.602404  8.094002	 41.603716	 21.312553	 40.527283	-4.770122  63.736492	 84.138444	 15.601174	-102.555858	 4.677750	-12.640224  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
75 1 -0.290923	-0.083883  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  29.721370	-18.432705	-14.433494 -63.517466	 46.863764	-30.015449	 27.791847	 7.710944 -39.140238	 54.721157	 50.012078	 76.966524	 80.243281  48.453890	 50.045068	 9.533269	-100.940748	 32.008561	-0.722502  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
80 1 -0.134208	-0.032417  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  24.640525	-10.980154	-28.924803  1.247026	 98.371445	-15.560565	 73.936667	-77.261141 -26.628782	 74.867775	 47.748661	 40.210064	 2.637972  66.393962	 21.064562	 20.962835	-23.961612	 15.955148	 11.944740  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
85 1 -0.167935	-0.037756  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  62.443099	 17.746639	-46.932715 -29.604897	 32.805707	 62.461304	 22.712138	-49.669213  4.429501	 47.239359	 77.750390	 21.960085	-50.451426  69.048874	 11.063981	-32.348253	-75.496715	 15.735075	 1.219319  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
90 1 -0.156743	-0.011123  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  34.156812	 25.933297	-44.651192 -26.559684	 32.080315	-18.022173	 66.054331	-63.817086 -54.706772	 98.034262	 54.012988	 55.161430	-84.622405  47.168938	 59.969095	-61.839662	-44.544097	 11.791986	-7.649928  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
95 1 -0.209898	-0.032811  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14 -6.968150	 3.007946	-48.996384 -29.522072	 53.146800	 40.150515	 40.128659	 53.498821  8.827571	 89.615380	 56.984755	 28.075373	 71.560391  13.740375	 77.872930	-38.319744	-33.408826	 11.352911	-12.715353  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
100 1 -0.255116	-0.011456  0.0 -0.26 0.0 -0.7 0.0 -0.7 3.14  54.367283	 4.377195	-12.350233 -6.158493	 90.057245	-1.293541	 85.137180	 32.301962 -10.395555	 81.039861	-5.102186	 19.551405	 86.536833 -21.874416	 36.090805	 3.428201	-115.701530	-1.013286	 8.173435  0.000000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
